id,description
C-215/89,"Judgment of 15 January 1991, Eddelbüttel / Bezirksregierung Lüneburg (C-215/89, ECR 1991 p. I-1) ECLI:EU:C:1991:7"
C-216/89,"Judgment of 13 November 1990, Reibold / Bundesanstalt für Arbeit (C-216/89, ECR 1990 p. I-4163, Summ.pub.) ECLI:EU:C:1990:397"
C-217/89,"Judgment of 11 December 1990, Pastätter / Hauptzollamt Bad Reichenhall (C-217/89, ECR 1990 p. I-4585) ECLI:EU:C:1990:451"
C-218/89,"Judgment of 4 December 1990, Shimadzu Europa / Oberfinanzdirektion Berlin (C-218/89, ECR 1990 p. I-4391) ECLI:EU:C:1990:430"
C-219/89,"Judgment of 18 April 1991, WeserGold / Oberfinanzdirektion München (C-219/89, ECR 1991 p. I-1895) ECLI:EU:C:1991:155"
C-220/89,"Filtrona Española / Commission (C-220/89) ECLI:EU:C:1989:551, see Case  T-125/89"
C-221/89,"Judgment of 25 July 1991, The Queen / Secretary of State for Transport, ex parte Factortame (C-221/89, ECR 1991 p. I-3905)          (SVXI/I-313 FIXI/I-325) ECLI:EU:C:1991:320"
C-222/89,"Removed from the register on 13 June 1990, Alidor (C-222/89) ECLI:EU:C:1990:247"
C-223/89,"Removed from the register on 13 June 1990, Techer (C-223/89) ECLI:EU:C:1990:248"
C-224/89,"Removed from the register on 13 June 1990, Legros (C-224/89) ECLI:EU:C:1990:249"
C-225/89,"Removed from the register on 13 June 1990, Payet (C-225/89) ECLI:EU:C:1990:250"
C-226/89,"Judgment of 21 March 1991, Haniel Spedition / Commission (C-226/89, ECR 1991 p. I-1599, Summ.pub.) ECLI:EU:C:1991:140"
C-227/89,"Judgment of 7 February 1991, Rönfeldt / Bundesversicherungsanstalt für Angestellte (C-227/89, ECR 1991 p. I-323)          (SVXI/I-9 FIXI/I-19) ECLI:EU:C:1991:52"
C-228/89,"Judgment of 18 September 1990, Farfalla Flemming / Hauptzollamt München-West (C-228/89, ECR 1990 p. I-3387) ECLI:EU:C:1990:318"
C-229/89,"Judgment of 7 May 1991, Commission / Belgium (C-229/89, ECR 1991 p. I-2205) ECLI:EU:C:1991:187"
C-230/89,"Judgment of 18 April 1991, Commission / Greece (C-230/89, ECR 1991 p. I-1909) ECLI:EU:C:1991:156"
C-231/89,"Judgment of 8 November 1990, Gmurzynska-Bscher / Oberfinanzdirektion Köln (C-231/89, ECR 1990 p. I-4003) ECLI:EU:C:1990:386"
C-232/89,"Removed from the register on 20 March 1991, Commission / Italy (C-232/89) ECLI:EU:C:1991:127"
C-233/89,"Removed from the register on 20 March 1991, Cray Precision Engineers (C-233/89) ECLI:EU:C:1991:128"
C-234/89,"Judgment of 28 February 1991, Delimitis / Henninger Bräu (C-234/89, ECR 1991 p. I-935)          (SVXI/I-65 FIXI/I-77) ECLI:EU:C:1991:91"
C-235/89,"Judgment of 18 February 1992, Commission / Italy (C-235/89, ECR 1992 p. I-777) ECLI:EU:C:1992:73"
C-236/89,"Removed from the register on 2 December 1991, Commission / Italy (C-236/89) ECLI:EU:C:1991:458"
C-237/89,"van Gerwen / Commission (C-237/89) ECLI:EU:C:1989:552, see Case  T-126/89"
C-238/89,"Judgment of 13 December 1990, Pall / Dahlhausen (C-238/89, ECR 1990 p. I-4827) ECLI:EU:C:1990:473"
C-239/89,"Removed from the register on 22 May 1990, Commission / Italy (C-239/89) ECLI:EU:C:1990:219"
C-240/89,"Judgment of 13 December 1990, Commission / Italy (C-240/89, ECR 1990 p. I-4853) ECLI:EU:C:1990:474"
C-241/89,"Judgment of 12 December 1990, SARPP / Chambre syndicale des raffineurs et conditionneurs de sucre de France (C-241/89, ECR 1990 p. I-4695) ECLI:EU:C:1990:459"
C-242/89,"Henrichs / Commission (C-242/89) ECLI:EU:C:1989:553, see Case  T-127/89"
C-243/89,"Judgment of 22 June 1993, Commission / Denmark (C-243/89, ECR 1993 p. I-3353)          (SVXIV/I-229 FIXIV/I-263) ECLI:EU:C:1993:257"
C-244/89,"Judgment of 31 January 1991, Commission / France (C-244/89, ECR 1991 p. I-163) ECLI:EU:C:1991:35"
C-245/89,"Brumter / Council (C-245/89) ECLI:EU:C:1989:554, see Case  T-128/89"
C-246/89 R,"Order of 10 October 1989, Commission / United Kingdom (C-246/89 R, ECR 1989 p. 3125) ECLI:EU:C:1989:368"
C-246/89,"Judgment of 4 October 1991, Commission / United Kingdom (C-246/89, ECR 1991 p. I-4585) ECLI:EU:C:1991:375"
C-247/89,"Judgment of 11 July 1991, Commission / Portugal (C-247/89, ECR 1991 p. I-3659) ECLI:EU:C:1991:305"
C-248/89,"Judgment of 20 June 1991, Cargill / Commission (C-248/89, ECR 1991 p. I-2987) ECLI:EU:C:1991:264"
C-249/89,"Judgment of 5 February 1991, Trave-Schiffahrtsgesellschaft / Finanzamt Kiel-Nord (C-249/89, ECR 1991 p. I-257) ECLI:EU:C:1991:39"
C-250/89,"Removed from the register on 17 January 1990, Commission / Italy (C-250/89) ECLI:EU:C:1990:16"
C-251/89,"Judgment of 11 June 1991, Athanasopoulos and others / Bundesanstalt für Arbeit (C-251/89, ECR 1991 p. I-2797) ECLI:EU:C:1991:242"
C-252/89,"Judgment of 25 July 1991, Commission / Luxembourg (C-252/89, ECR 1991 p. I-3973, Summ.pub.) ECLI:EU:C:1991:321"
C-253/89,"Offermann / Parliament (C-253/89) ECLI:EU:C:1989:555, see Case  T-129/89"
C-254/89,"Brassel / Commission (C-254/89) ECLI:EU:C:1989:556, see Case  T-130/89"
C-255/89,"Removed from the register on 14 March 1990, Commission / France (C-255/89) ECLI:EU:C:1990:118"
C-256/89,"Removed from the register on 19 May 1992, Commission / Italy (C-256/89) ECLI:EU:C:1992:218"
C-257/89,"Removed from the register on 20 March 1991, Commission / Greece (C-257/89) ECLI:EU:C:1991:129"
C-258/89,"Judgment of 25 July 1991, Commission / Spain (C-258/89, ECR 1991 p. I-3977) ECLI:EU:C:1991:322"
C-259/89,"Cosimex / Commission (C-259/89) ECLI:EU:C:1989:557, see Case  T-131/89"
C-260/89,"Judgment of 18 June 1991, ERT / DEP (C-260/89, ECR 1991 p. I-2925)          (SVXI/I-209 FIXI/I-221) ECLI:EU:C:1991:254"
C-261/89,"Judgment of 3 October 1991, Italy / Commission (C-261/89, ECR 1991 p. I-4437) ECLI:EU:C:1991:367"
C-262/89,"Removed from the register on 9 April 1992, Commission / Italy (C-262/89) ECLI:EU:C:1992:187"
C-263/89,"Removed from the register on 9 July 1992, Commission / Italy (C-263/89) ECLI:EU:C:1992:309"
C-264/89,"Gallone / Council (C-264/89) ECLI:EU:C:1989:558, see Case  T-132/89"
C-265/89,"Judgment of 18 September 1990, Vismans Nederland / Inspecteur der Invoerrechten en Accijnzen (C-265/89, ECR 1990 p. I-3411) ECLI:EU:C:1990:319"
C-266/89,"Judgment of 8 May 1991, Commission / Italy (C-266/89, ECR 1991 p. I-2411) ECLI:EU:C:1991:198"
C-267/89,"Burban / Parliament (C-267/89) ECLI:EU:C:1989:559, see Case  T-133/89"
C-268/89,"Removed from the register on 15 November 1989, FUNOC / Commission (C-268/89) ECLI:EU:C:1989:560"
C-269/89,"Judgment of 13 November 1990, Bonfait (C-269/89, ECR 1990 p. I-4169) ECLI:EU:C:1990:399"
C-270/89,"Removed from the register on 4 April 1990, Commission / Italy (C-270/89) ECLI:EU:C:1990:161"
C-271/89,"Removed from the register on 10 May 1990, Commission / Luxembourg (C-271/89) ECLI:EU:C:1990:198"
C-272/89,"Removed from the register on 31 January 1990, Commission / Belgium (C-272/89) ECLI:EU:C:1990:40"
C-273/89,"Removed from the register on 10 May 1990, Commission / Luxembourg (C-273/89) ECLI:EU:C:1990:199"
C-274/89,"Removed from the register on 31 January 1990, Commission / Belgium (C-274/89) ECLI:EU:C:1990:41"
C-275/89,"Removed from the register on 10 May 1990, Commission / Luxembourg (C-275/89) ECLI:EU:C:1990:200"
C-276/89,"Removed from the register on 31 January 1990, Commission / Belgium (C-276/89) ECLI:EU:C:1990:42"
C-277/89,"Removed from the register on 31 January 1990, Commission / Luxembourg (C-277/89) ECLI:EU:C:1990:43"
C-278/89,"Hettrich / Commission (C-278/89) ECLI:EU:C:1989:561, see Case  T-134/89"
C-279/89,"Judgment of 17 November 1992, Commission / United Kingdom (C-279/89, ECR 1992 p. I-5785) ECLI:EU:C:1992:439"
C-280/89,"Judgment of 2 December 1992, Commission / Ireland (C-280/89, ECR 1992 p. I-6185) ECLI:EU:C:1992:481"
C-281/89,"Judgment of 19 February 1991, Italy / Commission (C-281/89, ECR 1991 p. I-347) ECLI:EU:C:1991:59"
C-282/89,"Removed from the register on 27 November 1992, Commission / Netherlands (C-282/89) ECLI:EU:C:1992:464"
C-283/89,"Removed from the register on 19 January 1990, Kulbrok / Commission (C-283/89) ECLI:EU:C:1990:24"
C-284/89,"Removed from the register on 19 January 1990, Kulbrok / Commission (C-284/89) ECLI:EU:C:1990:25"
C-285/89,"Judgment of 12 December 1990, Van der Laan-Velzeboer / Minister van Landbouw en Visserij (C-285/89, ECR 1990 p. I-4727) ECLI:EU:C:1990:460"
C-286/89,"Pfloeschner / Commission (C-286/89) ECLI:EU:C:1989:562, see Case  T-135/89"
C-287/89,"Judgment of 7 May 1991, Commission / Belgium (C-287/89, ECR 1991 p. I-2233) ECLI:EU:C:1991:188"
C-288/89,"Judgment of 25 July 1991, Stichting Collectieve Antennevoorziening Gouda / Commissariaat voor de Media (C-288/89, ECR 1991 p. I-4007)          (SVXI/I-331 FIXI/I-343) ECLI:EU:C:1991:323"
C-289/89,"Tarabugi / Commission (C-289/89) ECLI:EU:C:1989:563, see Case  T-136/89"
C-290/89,"Judgment of 11 June 1991, Commission / Belgium (C-290/89, ECR 1991 p. I-2851) ECLI:EU:C:1991:243"
C-291/89,"Judgment of 7 May 1991, Interhotel / Commission (C-291/89, ECR 1991 p. I-2257) ECLI:EU:C:1991:189"
C-292/89,"Judgment of 26 February 1991, The Queen / Immigration Appeal Tribunal, ex parte Antonissen (C-292/89, ECR 1991 p. I-745)          (SVXI/I-55 FIXI/I-67) ECLI:EU:C:1991:80"
C-293/89,"Judgment of 16 July 1992, Commission / Greece (C-293/89, ECR 1992 p. I-4577) ECLI:EU:C:1992:324"
C-294/89,"Judgment of 10 July 1991, Commission / France (C-294/89, ECR 1991 p. I-3591) ECLI:EU:C:1991:302"
C-295/89,"Judgment of 18 June 1991, Donà Alfonso / Consorzio per lo sviluppo industriale del Comune di Monfalcone (C-295/89, ECR 1991 p. I-2967, Summ.pub.) ECLI:EU:C:1991:255"
C-296/89,"Remusat / Commission (C-296/89) ECLI:EU:C:1989:564, see Case  T-137/89"
C-297/89,"Judgment of 23 April 1991, Ryborg (C-297/89, ECR 1991 p. I-1943) ECLI:EU:C:1991:160"
C-298/89,"Judgment of 29 June 1993, Gibraltar / Council (C-298/89, ECR 1993 p. I-3605)          (SVXIV/I-243 FIXIV/I-277) ECLI:EU:C:1993:267"
C-299/89,"Removed from the register on 25 February 1992, Commission / Greece (C-299/89) ECLI:EU:C:1992:82"
C-300/89,"Judgment of 11 June 1991, Commission / Council (C-300/89, ECR 1991 p. I-2867)          (SVXI/I-199 FIXI/I-211) ECLI:EU:C:1991:244"
C-301/89,"Removed from the register on 17 January 1990, Eurotempo / Commission (C-301/89) ECLI:EU:C:1990:17"
C-302/89,"NBV & NVB / Commission (C-302/89) ECLI:EU:C:1989:565, see Case  T-138/89"
C-303/89,"Virgili-Schettini / Parliament (C-303/89) ECLI:EU:C:1989:566, see Case  T-139/89"
C-304/89,"Judgment of 7 May 1991, Oliveira / Commission (C-304/89, ECR 1991 p. I-2283) ECLI:EU:C:1991:191"
C-305/89,"Judgment of 21 March 1991, Italy / Commission (C-305/89, ECR 1991 p. I-1603) ECLI:EU:C:1991:142"
C-306/89,"Judgment of 10 December 1991, Commission / Greece (C-306/89, ECR 1991 p. I-5863) ECLI:EU:C:1991:463"
C-307/89,"Judgment of 11 June 1991, Commission / France (C-307/89, ECR 1991 p. I-2903) ECLI:EU:C:1991:245"
C-308/89,"Judgment of 13 November 1990, Di Leo / Land Berlin (C-308/89, ECR 1990 p. I-4185)          (SVX/00583 FIX/00607) ECLI:EU:C:1990:400"
C-309/89,"Judgment of 18 May 1994, Codorniu / Council (C-309/89, ECR 1994 p. I-1853)          (SVXV/I-141 FIXV/I-177) ECLI:EU:C:1994:197"
C-310/89,"Judgment of 19 March 1991, Commission / Netherlands (C-310/89, ECR 1991 p. I-1381, Summ.pub.) ECLI:EU:C:1991:124"
C-311/89,"Removed from the register on 20 September 1990, Commission / Belgium (C-311/89) ECLI:EU:C:1990:324"
C-312/89,"Judgment of 28 February 1991, Union départementale des syndicats CGT de l'Aisne / Conforama and others (C-312/89, ECR 1991 p. I-997) ECLI:EU:C:1991:93"
C-313/89,"Judgment of 7 November 1991, Commission / Spain (C-313/89, ECR 1991 p. I-5231) ECLI:EU:C:1991:415"
C-314/89,"Judgment of 21 March 1991, Rauh / Hauptzollamt Nürnberg-Fürth (C-314/89, ECR 1991 p. I-1647) ECLI:EU:C:1991:143"
C-315/89,"Della Pietra / Commission (C-315/89) ECLI:EU:C:1989:567, see Case  T-140/89"
C-316/89,"Trefilarbed / Commission (C-316/89) ECLI:EU:C:1989:568, see Case  T-141/89"
C-317/89,"Removed from the register on 4 April 1990, Rocella (C-317/89) ECLI:EU:C:1990:162"
C-318/89,"Boël / Commission (C-318/89) ECLI:EU:C:1989:569, see Case  T-142/89"
C-319/89,"Order of 5 December 1990, Belgium / Commission (C-319/89, unpublished) ECLI:EU:C:1990:435"
C-320/89,"Ferriere Nord / Commission (C-320/89) ECLI:EU:C:1989:570, see Case  T-143/89"
C-321/89,"Steelinter / Commission (C-321/89) ECLI:EU:C:1989:571, see Case  T-144/89"
C-322/89,"Baustahlgewebe / Commission (C-322/89) ECLI:EU:C:1989:572, see Case  T-145/89"
C-323/89,"Williams / Court of Auditors (C-323/89) ECLI:EU:C:1989:573, see Case  T-146/89"
C-324/89,"Judgment of 18 April 1991, Nordgetränke / Hauptzollamt Hamburg-Ericus (C-324/89, ECR 1991 p. I-1927) ECLI:EU:C:1991:158"
C-325/89,"SMN / Commission (C-325/89) ECLI:EU:C:1989:574, see Case  T-147/89"
C-326/89,"Trefilunion / Commission (C-326/89) ECLI:EU:C:1989:575, see Case  T-148/89"
C-327/89,"Sotralentz / Commission (C-327/89) ECLI:EU:C:1989:576, see Case  T-149/89"
C-328/89,"Judgment of 15 May 1991, Berner Allgemeine Versicherungsgesellschaft / Amministrazione delle finanze dello Stato (C-328/89, ECR 1991 p. I-2431) ECLI:EU:C:1991:206"
C-329/89,"Martinelli / Commission (C-329/89) ECLI:EU:C:1989:577, see Case  T-150/89"
C-330/89,"Removed from the register on 30 September 1991, Commission / Belgium (C-330/89) ECLI:EU:C:1991:356"
C-331/89,"Order of 5 December 1990, Italy / Commission (C-331/89, unpublished) ECLI:EU:C:1990:436"
C-332/89,"Judgment of 28 February 1991, Marchandise and others (C-332/89, ECR 1991 p. I-1027)          (SVXI/I-87 FIXI/I-99) ECLI:EU:C:1991:94"
C-333/89,"STPS / Commission (C-333/89) ECLI:EU:C:1989:578, see Case  T-151/89"
C-334/89,"Judgment of 17 January 1991, Commission / Italy (C-334/89, ECR 1991 p. I-93) ECLI:EU:C:1991:23"
C-335/89,"ILRO / Commission (C-335/89) ECLI:EU:C:1989:579, see Case  T-152/89"
C-336/89,"Martin / Commission (C-336/89) ECLI:EU:C:1989:580, see Case  T-153/89"
C-337/89,"Judgment of 25 November 1992, Commission / United Kingdom (C-337/89, ECR 1992 p. I-6103) ECLI:EU:C:1992:456"
C-338/89,"Judgment of 7 May 1991, Organisationen Danske Slagterier / Landbrugsministeriet (C-338/89, ECR 1991 p. I-2315) ECLI:EU:C:1991:192"
C-339/89,"Judgment of 24 January 1991, Alsthom / Sulzer (C-339/89, ECR 1991 p. I-107)          (SVXI/I-1 FIXI/I-1) ECLI:EU:C:1991:28"
C-340/89,"Judgment of 7 May 1991, Vlassopoulou / Ministerium für Justiz, Bundes- u. Europaangelegenheiten Baden-Württemberg (C-340/89, ECR 1991 p. I-2357)          (SVXI/I-189 FIXI/I-201) ECLI:EU:C:1991:193"
C-341/89,"Judgment of 15 January 1991, Ballmann / Hauptzollamt Osnabrück (C-341/89, ECR 1991 p. I-25) ECLI:EU:C:1991:11"
C-342/89,"Judgment of 17 October 1991, Germany / Commission (C-342/89, ECR 1991 p. I-5031) ECLI:EU:C:1991:392"
C-343/89,"Judgment of 6 December 1990, Witzemann / Hauptzollamt München-Mitte (C-343/89, ECR 1990 p. I-4477)          (SVX/00591 FIX/00615) ECLI:EU:C:1990:445"
C-344/89,"Judgment of 27 June 1991, Martínez Vidal / Gemeenschappelijke Medische Dienst (C-344/89, ECR 1991 p. I-3245) ECLI:EU:C:1991:277"
C-345/89,"Judgment of 25 July 1991, Stoeckel (C-345/89, ECR 1991 p. I-4047)          (SVXI/I-345 FIXI/I-359) ECLI:EU:C:1991:324"
C-346/89,"Judgment of 17 October 1991, Italy / Commission (C-346/89, ECR 1991 p. I-5057) ECLI:EU:C:1991:393"
C-347/89,"Judgment of 16 April 1991, Freistaat Bayern / Eurim-Pharm (C-347/89, ECR 1991 p. I-1747) ECLI:EU:C:1991:148"
C-348/89,"Judgment of 27 June 1991, Mecanarte-Metalurgica da Lagoa / Alfandega do Porto (C-348/89, ECR 1991 p. I-3277) ECLI:EU:C:1991:278"
C-349/89,"Removed from the register on 22 October 1992, Commission / Italy (C-349/89) ECLI:EU:C:1992:401"
C-350/89,"Judgment of 7 May 1991, Sheptonhurst / Newham Borough Council (C-350/89, ECR 1991 p. I-2387, Summ.pub.) ECLI:EU:C:1991:194"
C-351/89,"Judgment of 27 June 1991, Overseas Union Insurance Ltd and others / New Hampshire Insurance Company (C-351/89, ECR 1991 p. I-3317) ECLI:EU:C:1991:279"
C-352/89,"Removed from the register on 14 May 1991, De Vechtstreek / Commission (C-352/89) ECLI:EU:C:1991:203"
C-353/89,"Judgment of 25 July 1991, Commission / Netherlands (C-353/89, ECR 1991 p. I-4069)          (SVXI/I-353 FIXI/I-367) ECLI:EU:C:1991:325"
C-354/89,"Judgment of 16 April 1991, Schiocchet / Commission (C-354/89, ECR 1991 p. I-1775) ECLI:EU:C:1991:149"
C-355/89,"Judgment of 3 July 1991, Department of Health and Social Security / Barr and Montrose Holdings (C-355/89, ECR 1991 p. I-3479) ECLI:EU:C:1991:287"
C-356/89,"Judgment of 20 June 1991, Newton / Chief Adjudication Officer (C-356/89, ECR 1991 p. I-3017) ECLI:EU:C:1991:265"
C-357/89,"Judgment of 26 February 1992, Raulin / Minister van Onderwijs en Wetenschappen (C-357/89, ECR 1992 p. I-1027) ECLI:EU:C:1992:87"
C-358/89 R,"Order of 14 February 1990, Extramet Industrie / Council (C-358/89 R, ECR 1990 p. I-431, Summ.pub.) ECLI:EU:C:1990:75"
C-358/89,"Judgment of 16 May 1991, Extramet Industrie / Council (C-358/89, ECR 1991 p. I-2501) ECLI:EU:C:1991:214"
C-358/89,"Judgment of 11 June 1992, Extramet Industrie / Council (C-358/89, ECR 1992 p. I-3813) ECLI:EU:C:1992:257"
C-359/89,"Judgment of 21 March 1991, SAFA / Amministrazione delle finanze dello Stato (C-359/89, ECR 1991 p. I-1677) ECLI:EU:C:1991:145"
C-360/89,"Judgment of 3 June 1992, Commission / Italy (C-360/89, ECR 1992 p. I-3401) ECLI:EU:C:1992:235"
C-361/89,"Judgment of 14 March 1991, Di Pinto (C-361/89, ECR 1991 p. I-1189) ECLI:EU:C:1991:118"
C-362/89,"Judgment of 25 July 1991, D'Urso and others / Marelli (C-362/89, ECR 1991 p. I-4105) ECLI:EU:C:1991:326"
C-363/89,"Judgment of 5 February 1991, Roux / Belgian State (C-363/89, ECR 1991 p. I-273) ECLI:EU:C:1991:41"
C-364/89,"Judgment of 3 October 1991, An Bord Bainne / Hauptzollamt Gronau (C-364/89, ECR 1991 p. I-4465) ECLI:EU:C:1991:368"
C-365/89,"Judgment of 20 June 1991, Cargill / Produktschap voor Margarine, Vetten en Oliën (C-365/89, ECR 1991 p. I-3045) ECLI:EU:C:1991:266"
C-366/89,"Judgment of 2 August 1993, Commission / Italy (C-366/89, ECR 1993 p. I-4201) ECLI:EU:C:1993:330"
C-367/89,"Judgment of 4 October 1991, Richardt (C-367/89, ECR 1991 p. I-4621)          (SVXI/I-415 FIXI/I-433) ECLI:EU:C:1991:376"
C-368/89,"Judgment of 11 July 1991, Crispoltoni / Fattoria Autonoma Tabacchi di Città di Castello (C-368/89, ECR 1991 p. I-3695) ECLI:EU:C:1991:307"
C-369/89,"Judgment of 18 June 1991, Piageme / Peeters (C-369/89, ECR 1991 p. I-2971) ECLI:EU:C:1991:256"
C-370/89,"Judgment of 2 December 1992, SGEEM and Etroy / EIB (C-370/89, ECR 1992 p. I-6211)          (SVTillägg/00059 FIXIII/I-207) ECLI:EU:C:1992:482"
C-370/89,"Judgment of 25 May 1993, SGEEM and Etroy / EIB (C-370/89, ECR 1993 p. I-2583) ECLI:EU:C:1993:202"
C-371/89,"Order of 30 March 1990, Emrich / Commission (C-371/89, ECR 1990 p. I-1555) ECLI:EU:C:1990:158"
C-372/89,"Judgment of 15 January 1991, Gold-Ei / Überwachungsstelle für Milcherzeugnisse (C-372/89, ECR 1991 p. I-43) ECLI:EU:C:1991:12"
C-373/89,"Judgment of 21 November 1990, Integrity / Rouvroy (C-373/89, ECR 1990 p. I-4243) ECLI:EU:C:1990:414"
C-374/89,"Judgment of 19 February 1991, Commission / Belgium (C-374/89, ECR 1991 p. I-367) ECLI:EU:C:1991:60"
C-375/89,"Judgment of 19 February 1991, Commission / Belgium (C-375/89, ECR 1991 p. I-383, Summ.pub.) ECLI:EU:C:1991:61"
C-376/89,"Judgment of 5 March 1991, Giagounidis / Reutlingen (C-376/89, ECR 1991 p. I-1069) ECLI:EU:C:1991:99"
C-377/89,"Judgment of 13 March 1991, Cotter and others / Minister for Social Welfare (C-377/89, ECR 1991 p. I-1155) ECLI:EU:C:1991:116"
C-378/89,"Removed from the register on 4 April 1990, Raufaste (C-378/89 and C-379/89) ECLI:EU:C:1990:163"
C-379/89,"Daubigny (C-379/89) , see Case  C-378/89"
C-380/89,"Removed from the register on 9 July 1991, Commission / Italy (C-380/89) ECLI:EU:C:1991:295"
C-381/89,"Judgment of 24 March 1992, Syndesmos Melon tis Eleftheras Evangelikis Ekklisias / Greek State and others (C-381/89, ECR 1992 p. I-2111) ECLI:EU:C:1992:142"
C-382/89,"Removed from the register on 27 January 1992, Commission / Germany (C-382/89) ECLI:EU:C:1992:33"
C-383/89,"Removed from the register on 24 April 1991, Force Ouvrière / Carrefour Sogara (C-383/89) ECLI:EU:C:1991:168"
C-384/89,"Judgment of 24 January 1991, Tomatis and Fulchiron (C-384/89, ECR 1991 p. I-127, Summ.pub.) ECLI:EU:C:1991:31"
C-385/89 R,"Order of 23 February 1990, Greece / Commission (C-385/89 R, ECR 1990 p. I-561, Summ.pub.) ECLI:EU:C:1990:90"
C-385/89,"Judgment of 20 May 1992, Greece / Commission (C-385/89, ECR 1992 p. I-3225) ECLI:EU:C:1992:223"
C-1/90,"Judgment of 25 July 1991, Aragonesa de Publicidad Exterior and Publivia / Departamento de Sanidad y Seguridad Social de Cataluña (C-1/90 and C-176/90, ECR 1991 p. I-4151)          (SVXI/I-373 FIXI/I-387) ECLI:EU:C:1991:327"
C-2/90,"Judgment of 9 July 1992, Commission / Belgium (C-2/90, ECR 1992 p. I-4431)          (SVXIII/I-31 FIXIII/I-31) ECLI:EU:C:1992:310"
C-3/90,"Judgment of 26 February 1992, Bernini / Minister van Onderwijs en Wetenschappen (C-3/90, ECR 1992 p. I-1071) ECLI:EU:C:1992:89"
C-4/90,"Removed from the register on 4 April 1990, Herbosch (C-4/90) ECLI:EU:C:1990:164"
C-5/90,"Judgment of 27 February 1992, Bremer Rolandmühle Erling and others / Hauptzollamt Hamburg-Jonas (C-5/90 and C-206/90, ECR 1992 p. I-1157) ECLI:EU:C:1992:99"
C-6/90,"Judgment of 19 November 1991, Francovich and Bonifaci / Italy (C-6/90 and C-9/90, ECR 1991 p. I-5357)          (SVXI/I-435 FIXI/I-467) ECLI:EU:C:1991:428"
